最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
0.85,45.5,C-一般,全天候/熊市优/牛市可/震荡优,141.8,3.3,18.5,7.2,6.5,10,012355,南方新能源产业趋势混合C,储能,2021-12-01 ~ 2026-06-30,1111,13.77,2.97,-32.95,-8.67,46.72,26.71,57.86,2021-12-02,2024-02-05,915,0.32,0.11,1.252,8.95,-10.09,51.6,48,280,38.9,43.6,40.99,-20.26,2.02,-0.15,-34.85,20.15,1725.42,-185.03,44,24,36.2,98.3,1.7,19.2,10,99,1407.75,9745.53,1631.47,11377.0,1,25.53,32.93,3,-16.16,-57.09,6,7.39,-3.45,0,1078,33,2,26,0,34,1,2,117,0,0,2,0,3,0,3,0,1,20,13,7,6,20,32,21,2,0,0,0,1,4,3,0,1,7,0,0,34,67.6,288.1,8.47,117,0.0,-1747.05,-14.93,1,100.0,78.35,78.35,20,85.0,227.38,11.37,13,84.6,151.85,11.68,7,100.0,1984.95,283.56,6,66.7,90.76,15.13,20,90.0,604.11,30.21,32,0.0,-1276.62,-39.89,21,100.0,948.38,45.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-1.4,-1.4,1,0.0,-34.85,-34.85,7,100.0,93.79,13.4
1.2,45.3,C-一般,全天候/熊市优/震荡优,100.0,2.5,21.9,3.5,7.4,10,012127,宏利新能源股票C,储能,2021-08-06 ~ 2026-06-30,1187,7.39,1.53,-0.78,-0.17,8.17,18.48,57.1,2022-08-18,2024-02-02,936,0.24,0.08,1.497,8.44,-11.64,51.4,37,265,52.1,49.2,25.32,-25.89,0.98,0.01,-25.08,14.77,1169.52,-285.13,48,27,17.7,96.5,3.5,17.3,18,57,775.99,8889.49,1849.57,10739.06,2,13.8,57.0,2,-17.01,-38.96,6,11.99,-4.3,0,1140,47,2,12,3,30,0,0,84,2,0,2,1,2,3,2,1,2,19,16,10,9,44,16,22,2,0,0,0,1,4,1,0,5,7,0,0,30,93.3,816.33,27.21,84,0.0,-949.63,-11.31,2,100.0,5.19,2.6,19,84.2,342.96,18.05,16,81.2,14.95,0.93,10,100.0,317.28,31.73,9,100.0,19.78,2.2,44,77.3,230.62,5.24,16,0.0,-993.37,-62.09,22,90.9,1572.03,71.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-62.94,-62.94,5,0.0,-712.72,-142.54,7,85.7,175.51,25.07
1.0,43.0,C-一般,全天候/熊市优/震荡优,102.8,0.1,21.6,4.7,6.6,10,017037,嘉实低碳精选混合发起式C,储能,2023-02-02 ~ 2026-06-30,828,0.2,0.06,-7.1,-2.22,7.3,17.57,52.16,2023-02-03,2024-08-27,726,0.05,0.0,1.295,12.52,-11.99,51.3,26,134,41.8,43.9,40.1,-30.23,1.33,-1.08,-38.79,20.23,822.79,-306.66,64,13,23.7,98.4,1.6,26.7,24,88,38.35,7461.08,2558.71,10019.79,1,13.9,47.6,3,-18.14,-53.46,3,6.18,13.94,0,793,35,2,15,1,9,0,0,53,0,0,0,0,0,0,0,2,0,4,1,2,1,15,18,27,2,0,0,0,0,3,1,0,2,2,0,0,9,100.0,471.88,52.43,53,0.0,-863.19,-16.29,0,0,0,0,4,100.0,81.16,20.29,1,100.0,1.67,1.67,2,100.0,105.42,52.71,1,100.0,0.62,0.62,15,86.7,58.43,3.9,18,0.0,-1330.59,-73.92,27,88.9,1416.85,52.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-13.35,-6.67,2,100.0,109.45,54.73
1.2,44.0,C-一般,全天候/熊市优/震荡优,100.0,1.8,20.8,5.7,5.7,10,013104,博时新能源主题混合C,储能,2021-12-01 ~ 2026-06-30,1111,5.95,1.32,3.24,0.73,2.71,21.76,58.84,2021-12-10,2024-02-02,925,0.19,0.06,1.284,8.42,-10.08,51.6,40,248,32.3,38.2,51.71,-23.77,2.18,-1.18,-39.5,17.31,686.07,-206.4,84,27,28.5,99.1,0.9,15.9,11,49,594.77,10594.82,0.02,10594.84,3,23.15,86.22,2,-18.72,-45.57,5,3.8,-18.48,0,1082,29,2,21,0,13,0,0,128,2,0,0,0,3,0,4,0,0,1,9,11,5,23,25,25,2,0,0,0,0,3,3,0,2,6,0,0,13,69.2,1154.38,88.8,128,0.0,-1991.74,-15.56,0,0,0,0,1,100.0,22.38,22.38,9,88.9,51.84,5.76,11,100.0,1635.24,148.66,5,100.0,6.35,1.27,23,78.3,577.89,25.13,25,0.0,-1337.24,-53.49,25,88.0,639.05,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-212.74,-106.37,6,100.0,49.36,8.23
1.3,39.4,D-偏差,全天候/熊市优/震荡优,2.0,0.1,18.9,3.9,6.5,10,014766,中欧碳中和混合发起C,储能,2022-04-20 ~ 2026-06-30,1019,0.25,0.06,12.64,2.99,-12.39,25.7,58.06,2022-08-18,2024-02-05,516,0.06,0.0,1.54,11.39,-12.19,51.2,30,186,38.2,43.1,40.6,-25.71,1.58,-0.5,-35.86,45.27,381.61,-303.29,52,27,19.4,98.3,1.7,12.5,12,30,131.08,6486.73,3538.02,10024.75,3,22.23,95.89,3,-23.9,-54.08,3,4.32,-8.43,0,977,42,4,17,1,12,0,0,88,1,0,0,0,1,0,2,0,3,6,1,5,1,24,18,16,0,0,0,0,2,3,0,0,2,8,0,1,12,83.3,620.82,51.74,88,0.0,-1269.79,-14.43,3,100.0,1.76,0.59,6,66.7,225.34,37.56,1,0.0,0.0,0.0,5,100.0,177.95,35.59,1,100.0,25.24,25.24,24,100.0,1468.6,61.19,18,0.0,-1259.12,-69.95,16,100.0,275.12,17.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-113.95,-56.98,2,0.0,-108.41,-54.2,8,100.0,87.52,10.94
0.9,43.6,C-一般,全天候/熊市优/震荡优,11.0,2.0,20.1,4.0,7.5,10,011261,金鹰新能源混合C,储能,2021-05-17 ~ 2026-06-30,1245,6.84,1.35,62.22,10.29,-55.38,20.6,51.88,2021-07-13,2024-02-05,1204,0.21,0.07,1.265,8.57,-7.79,50.6,37,240,46.2,50.0,29.89,-23.23,1.29,0.0,-31.66,24.39,894.93,-215.41,35,30,20.1,97.1,2.9,17.3,15,73,668.84,10588.0,96.45,10684.45,4,15.67,107.5,3,-14.51,-43.66,4,6.34,1.86,0,1219,26,1,17,5,28,0,1,90,1,0,1,0,2,0,2,1,1,21,6,5,1,16,24,34,1,0,0,0,0,3,2,0,0,14,0,0,28,82.1,452.9,16.18,90,0.0,-1986.87,-22.08,1,100.0,3.19,3.19,21,90.5,360.97,17.19,6,100.0,8.26,1.38,5,100.0,44.52,8.9,1,100.0,0.59,0.59,16,81.2,294.17,18.39,24,0.0,-661.53,-27.56,34,88.2,1950.7,57.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,92.9,201.94,14.42
0.9,47.7,C-一般,熊市优,19.0,5.8,22.4,3.2,6.3,10,002084,新华鑫动力灵活配置混合C,储能,2020-05-27 ~ 2026-06-30,1480,25.43,3.93,133.82,15.56,-108.39,20.45,67.4,2021-11-09,2024-08-27,1126,0.5,0.19,1.537,10.81,-11.71,50.2,62,396,36.1,41.9,34.38,-14.81,2.32,-0.16,-26.55,14.32,1005.43,-167.53,67,20,16.1,97.0,3.0,8.9,5,39,1375.86,7198.72,5344.64,12543.36,6,43.07,211.33,3,-15.83,-74.81,4,-1.66,0.35,0,1431,49,1,35,5,17,0,0,191,0,1,0,1,2,0,4,3,2,14,20,10,7,33,41,39,2,0,0,1,1,4,3,1,9,11,0,0,17,94.1,303.81,17.87,191,0.0,-1757.22,-9.2,2,50.0,21.02,10.51,14,100.0,95.29,6.81,20,80.0,242.19,12.11,10,100.0,1174.99,117.5,7,85.7,1.42,0.2,33,93.9,468.44,14.2,41,0.0,-1186.49,-28.94,39,97.4,2562.01,65.69,0,0,0,0,0,0,0,0,1,0.0,-107.64,-107.64,1,0.0,-82.26,-82.26,9,0.0,-407.07,-45.23,11,100.0,47.37,4.31
1.25,33.5,D-偏差,全天候/熊市优/牛市可,27.3,0,8.6,9.5,5.4,10,013188,华夏能源革新股票C,储能,2021-09-01 ~ 2026-06-30,1169,-11.89,-2.69,-16.36,-3.78,4.47,49.05,57.19,2021-09-15,2024-08-28,1158,-0.1,-0.05,1.207,8.82,-9.18,51.2,47,269,26.4,36.2,55.46,-27.19,2.04,-1.31,-53.45,4.9,656.17,-471.45,44,18,47.6,98.8,1.2,14.3,9,84,-1119.88,2907.99,5903.05,8811.04,1,38.15,46.92,3,-30.76,-53.65,6,-9.9,4.26,0,1144,25,0,26,3,13,0,1,150,1,0,0,0,4,0,5,0,0,2,5,11,6,26,33,16,1,3,0,0,0,4,2,0,3,1,0,0,13,100.0,260.21,20.02,150,0.0,-2386.01,-15.91,0,0,0,0,2,100.0,1.46,0.73,5,100.0,21.07,4.21,11,100.0,2908.92,264.45,6,100.0,0.85,0.14,26,80.8,400.05,15.39,33,0.0,-2331.53,-70.65,16,75.0,341.12,21.32,3,0.0,-11.73,-3.91,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-328.33,-109.44,1,100.0,4.04,4.04
1.06,43.79,,,82.59,2.6,19.64,5.08,6.47,10.0,---,【储能】平均,储能,,,8.68,1.46,14.79,1.18,-6.11,24.23,59.43,,,989.11,0.22,0.08,1.36,9.57,-10.9,51.07,42.9,262.3,38.98,43.11,37.44,-22.68,1.65,-0.49,-34.01,19.56,846.5,-257.14,55.44,22.78,25.48,97.97,2.03,15.92,11.89,65.11,439.73,,,10867.9,2.78,25.65,86.6,3.0,-18.85,-57.32,4.56,4.16,-1.49,1.6,22.4,2.1,19.7,0.1,0.4,116.0,0.9,0.1,0.9,0.2,2.1,0.4,3.1,0.8,1.2,10.8,9.6,7.8,5.4,27.6,27.0,25.4,1.7,0.6,0.0,0.4,0.6,3.7,1.9,0.2,2.8,7.6,0.0,0.2,19.7,82.5,545.39,27.73,116.0,0.0,-1600.21,-13.79,1.2,90.9,19.64,16.07,10.8,88.7,160.75,14.92,9.6,81.4,55.65,5.82,7.8,100.0,973.64,125.18,5.4,89.8,17.2,3.16,27.6,85.1,548.75,19.91,27.0,0.0,-1250.98,-46.33,25.4,91.3,1123.0,44.14,0.6,0.0,-1.31,-2.36,0.0,0.0,0.0,0.0,0.4,0.0,-16.57,-37.29,0.6,0.0,-28.95,-52.11,2.8,0.0,-202.47,-72.89,7.6,97.1,96.18,12.73
1.15,48.8,C-一般,全天候/熊市优/震荡优,27.2,6.9,23.5,2.4,6.0,10,009883,华润元大核心动力混合C,PCB/半导体材料设备,2020-12-01 ~ 2026-06-30,1354,20.93,3.6,76.85,11.2,-55.92,15.74,60.55,2021-01-25,2024-09-06,1263,0.65,0.23,1.379,13.02,-9.03,51.5,35,229,54.6,40.3,24.34,-17.84,1.36,0.01,-14.9,14.3,542.65,-161.79,26,34,11.8,98.6,1.4,20.6,17,71,1686.9,9236.96,2856.33,12093.29,4,19.62,137.89,4,-11.61,-65.95,4,12.22,16.7,0,1292,62,0,16,3,24,0,0,67,0,0,0,0,4,0,2,2,2,16,22,14,14,18,12,27,3,2,0,1,1,3,2,0,2,7,0,0,24,79.2,38.98,1.62,67,0.0,-769.89,-11.49,2,100.0,51.6,25.8,16,100.0,59.86,3.74,22,77.3,19.38,0.88,14,100.0,1054.78,75.34,14,92.9,28.91,2.06,18,94.4,1389.97,77.22,12,0.0,-547.35,-45.61,27,74.1,314.46,11.65,2,0.0,-12.49,-6.25,0,0,0,0,1,0.0,-7.88,-7.88,1,0.0,-3.56,-3.56,2,0.0,-14.29,-7.14,7,100.0,84.42,12.06
1.15,48.8,,,27.2,6.9,23.5,2.4,6.0,10.0,---,【PCB/半导体材料设备】平均,PCB/半导体材料设备,,,20.93,3.6,76.85,11.2,-55.92,15.74,60.55,,,1263.0,0.65,0.23,1.38,13.02,-9.03,51.5,35.0,229.0,54.6,40.3,24.34,-17.84,1.36,0.01,-14.9,14.3,542.65,-161.79,26.0,34.0,11.8,98.6,1.4,20.6,17.0,71.0,1686.9,,,12093.29,4.0,19.62,137.89,4.0,-11.61,-65.95,4.0,12.22,16.7,0.0,16.0,3.0,24.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,16.0,22.0,14.0,14.0,18.0,12.0,27.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,7.0,0.0,0.0,24.0,79.2,38.98,1.62,67.0,0.0,-769.89,-11.49,2.0,100.0,51.6,25.8,16.0,100.0,59.86,3.74,22.0,77.3,19.38,0.88,14.0,100.0,1054.78,75.34,14.0,92.9,28.91,2.06,18.0,94.4,1389.97,77.22,12.0,0.0,-547.35,-45.61,27.0,74.1,314.46,11.65,2.0,0.0,-12.49,-6.25,0.0,0.0,0.0,0.0,1.0,0.0,-7.88,-7.88,1.0,0.0,-3.56,-3.56,2.0,0.0,-14.29,-7.15,7.0,100.0,84.42,12.06
0.9,65.7,B-良好,熊市优,74.4,22.5,23.2,3.7,6.3,10,014162,万家人工智能混合C,人工智能,2021-12-17 ~ 2026-06-30,1099,56.87,10.88,76.44,13.91,-19.57,14.52,53.62,2023-04-07,2024-01-31,362,1.05,0.75,1.719,12.43,-10.4,52.6,38,216,50.0,41.8,75.58,-29.29,2.58,0.01,-37.48,74.45,2192.04,-195.88,29,13,18.3,98.5,1.5,16.4,10,98,5643.84,15463.36,224.02,15687.38,5,66.67,189.82,4,-12.71,-82.36,1,-1.11,-4.56,0,1024,75,2,14,2,14,0,0,61,1,0,0,1,3,0,0,4,0,8,12,13,4,38,24,30,1,0,0,1,0,5,4,0,4,7,1,0,14,85.7,722.08,51.58,61,0.0,-1483.14,-24.31,0,0,0,0,8,75.0,309.59,38.7,12,83.3,465.01,38.75,13,100.0,5025.12,386.55,4,25.0,0.1,0.03,38,86.8,508.96,13.39,24,0.0,-798.24,-33.26,30,86.7,1130.56,37.69,0,0,0,0,0,0,0,0,1,0.0,-1.21,-1.21,0,0,0,0,4,0.0,-236.33,-59.08,7,100.0,1.34,0.19
1.2,65.4,B-良好,全天候/熊市优/震荡优,40.4,19.0,25,3.3,8.1,10,008021,华富中证人工智能产业ETF联接C,人工智能,2020-05-27 ~ 2026-06-30,1480,44.07,6.41,109.16,13.39,-65.09,10.11,53.16,2023-04-07,2024-09-09,403,0.95,0.63,1.403,13.29,-11.28,50.4,45,309,60.2,54.1,30.95,-15.35,2.02,0.04,-10.17,25.33,887.86,-163.76,19,26,16.5,98.0,2.0,14.7,6,82,4406.64,14406.24,0.48,14406.72,5,38.72,166.67,3,-4.35,-56.85,5,4.01,-1.39,0,1423,57,4,17,1,39,0,0,82,2,0,5,0,3,0,2,5,0,39,5,17,3,37,17,53,2,0,0,1,1,3,1,0,5,10,0,0,39,76.9,787.9,20.2,82,0.0,-805.25,-9.82,0,0,0,0,39,97.4,221.31,5.67,5,80.0,247.08,49.42,17,100.0,1562.27,91.9,3,100.0,0.53,0.18,37,94.6,1199.61,32.42,17,0.0,-285.05,-16.77,53,96.2,1661.99,31.36,0,0,0,0,0,0,0,0,1,0.0,-12.46,-12.46,1,0.0,-1.95,-1.95,5,0.0,-246.13,-49.23,10,80.0,76.79,7.68
0.85,62.8,B-良好,全天候/熊市优/震荡优,39.9,16.9,24.1,4.1,7.7,10,008586,华夏人工智能ETF联接C,人工智能,2020-07-31 ~ 2026-06-30,1435,40.09,6.1,100.57,13.0,-60.48,10.82,45.82,2020-11-09,2021-03-19,634,0.83,0.56,1.394,12.57,-10.99,49.4,46,305,65.2,51.4,27.09,-17.95,1.51,0.09,-14.6,27.04,1336.91,-116.25,16,26,20.6,98.3,1.7,16.2,7,91,4008.28,14007.71,0.87,14008.58,4,36.06,146.14,3,-3.55,-51.88,5,3.88,5.69,0,1378,57,1,20,2,32,0,0,54,2,0,1,0,3,0,3,2,1,29,10,17,7,63,15,55,2,0,0,2,4,7,1,0,2,14,2,0,32,84.4,702.3,21.95,54,0.0,-749.56,-13.88,1,0.0,0.0,0.0,29,93.1,130.16,4.49,10,90.0,49.22,4.92,17,100.0,3090.53,181.8,7,85.7,28.63,4.09,63,85.7,879.02,13.95,15,0.0,-345.16,-23.01,55,85.5,441.32,8.02,0,0,0,0,0,0,0,0,2,0.0,-61.97,-30.98,4,0.0,-153.45,-38.36,2,0.0,-71.98,-35.99,14,85.7,69.22,4.94
0.95,67.1,B-良好,全天候/熊市优/震荡优,27.5,22.0,24.3,3.3,7.5,10,011840,天弘中证人工智能C,人工智能,2021-09-16 ~ 2026-06-30,1158,36.96,7.08,134.47,20.38,-97.51,9.65,42.63,2021-12-09,2022-10-10,319,0.88,0.73,1.473,12.17,-11.05,50.0,40,199,64.8,50.0,41.89,-28.52,1.47,0.1,-33.19,62.54,1077.47,-147.83,23,38,16.7,98.4,1.6,14.3,4,77,3691.83,13663.3,32.86,13696.16,5,36.42,159.8,3,-7.07,-51.15,2,3.89,7.73,0,1105,53,0,14,3,18,1,0,41,2,0,3,0,3,0,1,1,0,16,2,21,1,34,11,37,3,2,0,3,4,6,3,0,1,8,0,0,18,88.9,371.54,20.64,41,0.0,-843.42,-20.57,0,0,0,0,16,100.0,120.27,7.52,2,100.0,0.16,0.08,21,100.0,3725.55,177.41,1,100.0,0.42,0.42,34,94.1,753.78,22.17,11,0.0,-580.77,-52.8,37,89.2,367.54,9.93,2,0.0,0.0,0.0,0,0,0,0,3,0.0,-85.89,-28.63,4,0.0,-190.32,-47.58,1,0.0,-11.09,-11.09,8,100.0,64.06,8.01
0.8,53.1,C-一般,全天候/熊市优/震荡优,16.1,8.1,23.3,4.5,7.2,10,011833,西部利得人工智能主题指数增强C,人工智能,2021-07-09 ~ 2026-06-30,1207,17.76,3.47,110.38,16.8,-92.62,12.9,48.39,2021-08-04,2022-04-26,957,0.48,0.27,1.494,12.69,-10.79,52.5,47,259,53.3,48.3,28.07,-19.42,1.45,0.01,-19.66,32.72,347.01,-188.87,34,18,22.3,97.4,2.6,14.0,10,49,1775.98,11775.95,0.02,11775.97,4,19.73,141.97,2,-5.42,-39.03,4,3.97,-0.79,0,1156,51,2,21,3,30,0,0,69,2,0,0,1,3,0,3,2,1,14,13,14,0,43,28,26,1,2,0,2,0,6,2,1,7,10,0,0,30,83.3,430.75,14.36,69,0.0,-860.14,-12.47,1,100.0,13.09,13.09,14,92.9,103.53,7.4,13,100.0,109.75,8.44,14,100.0,1287.5,91.96,0,0,0,0,43,93.0,1195.61,27.8,28,0.0,-1099.96,-39.28,26,84.6,553.22,21.28,2,0.0,-17.96,-8.98,0,0,0,0,2,0.0,-17.72,-8.86,0,0,0,0,7,0.0,-101.62,-14.52,10,100.0,179.93,17.99
0.85,75.3,A-极佳,全天候/熊市优/震荡优,21.9,30,25,3.0,7.3,10,012734,易方达中证人工智能主题ETF联接C,人工智能,2022-04-08 ~ 2026-06-30,1027,37.97,8.22,173.36,27.99,-135.39,6.79,42.79,2022-06-30,2022-10-10,188,1.3,1.21,1.503,12.44,-10.95,50.0,35,225,60.4,49.0,34.64,-13.3,2.6,0.06,-11.01,35.33,1346.64,-326.06,23,24,15.0,99.1,0.9,14.7,5,91,3792.91,13764.88,32.35,13797.23,4,35.34,148.41,2,-3.11,-28.55,3,2.23,7.93,0,980,47,2,16,0,24,1,0,49,1,0,1,0,3,0,2,3,1,27,10,17,10,32,10,25,0,0,0,3,4,4,1,0,4,9,1,0,24,91.7,633.28,26.39,49,0.0,-345.02,-7.04,1,100.0,0.13,0.13,27,96.3,279.01,10.33,10,50.0,50.0,5.0,17,100.0,2895.4,170.32,10,60.0,0.44,0.04,32,84.4,335.23,10.48,10,0.0,-409.14,-40.91,25,92.0,459.54,18.38,0,0,0,0,0,0,0,0,3,0.0,-54.9,-18.3,4,0.0,-71.74,-17.93,4,0.0,-36.72,-9.18,9,100.0,57.4,6.38
1.05,49.8,C-一般,熊市优,14.7,5.8,23.1,3.4,7.5,10,002052,诺安稳健回报混合C,人工智能,2020-05-27 ~ 2026-06-30,1480,17.98,2.86,122.41,14.58,-104.43,14.79,53.61,2020-07-14,2024-04-16,1027,0.42,0.19,1.106,12.46,-12.57,43.6,28,184,63.0,50.0,27.54,-24.94,1.1,0.11,-16.19,22.77,1015.96,-279.68,36,17,17.2,97.8,2.2,20.9,18,92,1798.04,11798.03,0,11798.03,4,26.09,143.17,1,-5.43,-28.06,8,-2.62,-7.2,0,1440,40,2,11,2,10,0,0,43,2,0,0,0,0,0,5,0,2,16,10,11,7,45,9,20,1,0,0,0,6,5,0,0,1,4,0,0,10,100.0,198.02,19.8,43,0.0,-551.71,-12.83,2,100.0,0.6,0.3,16,100.0,151.39,9.46,10,90.0,267.52,26.75,11,100.0,2028.46,184.41,7,85.7,94.74,13.53,45,91.1,377.85,8.4,9,0.0,-612.98,-68.11,20,85.0,37.56,1.88,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,-232.1,-38.68,1,0.0,0.0,0.0,4,100.0,38.69,9.67
1.1,55.4,B-良好,全天候/熊市优/震荡优,23.3,11.2,22.2,4.3,7.7,10,009239,融通人工智能指数(LOF)C,人工智能,2020-05-27 ~ 2026-06-30,1480,36.79,5.48,157.8,17.5,-121.01,14.64,47.18,2021-07-22,2022-10-10,404,0.75,0.37,1.4,12.58,-10.93,50.8,47,305,61.6,51.4,31.5,-24.38,1.29,0.04,-11.44,29.74,612.4,-239.95,26,31,21.6,98.2,1.8,17.5,5,91,3679.35,13679.24,0.1,13679.34,5,33.28,159.64,3,-8.16,-51.4,5,8.19,17.59,0,1426,54,2,18,3,24,0,0,64,1,0,3,0,2,0,4,6,1,19,23,15,9,50,18,66,2,0,0,1,5,5,0,0,5,5,0,1,24,54.2,81.93,3.41,64,0.0,-930.61,-14.54,1,100.0,0.76,0.76,19,89.5,225.53,11.87,23,100.0,43.4,1.89,15,100.0,2262.37,150.82,9,66.7,7.32,0.81,50,88.0,1274.02,25.48,18,0.0,-721.55,-40.09,66,97.0,2004.41,30.37,0,0,0,0,0,0,0,0,1,0.0,-11.44,-11.44,5,0.0,-271.46,-54.29,5,0.0,-308.02,-61.6,5,100.0,22.69,4.54
0.8,58.0,B-良好,全天候/熊市优/震荡优,22.8,13.0,22.7,4.4,7.9,10,005963,宝盈人工智能股票C,人工智能,2020-05-27 ~ 2026-06-30,1480,50.93,7.26,223.43,22.12,-172.5,16.81,57.42,2021-01-22,2024-09-09,1264,0.89,0.43,1.427,10.73,-10.48,50.4,60,305,41.3,52.7,65.2,-18.33,3.56,-0.3,-30.91,64.06,1062.72,-211.4,69,27,22.1,98.2,1.8,13.0,5,47,5081.7,15008.75,84.3,15093.05,7,53.82,195.92,3,-11.81,-57.72,3,2.62,15.53,0,1435,45,2,28,5,34,0,0,131,3,0,4,0,2,0,2,4,2,16,3,16,1,19,38,36,0,0,0,0,0,6,3,0,2,7,0,1,34,94.1,471.83,13.88,131,0.0,-1314.26,-10.03,2,100.0,38.71,19.36,16,100.0,293.5,18.34,3,100.0,143.2,47.73,16,100.0,1943.21,121.45,1,100.0,0.03,0.03,19,84.2,2618.72,137.83,38,0.0,-1679.52,-44.2,36,91.7,2488.06,69.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-140.31,-70.16,7,100.0,218.53,31.22
