最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
0.85,41.5,C-一般,全天候/熊市优/震荡优,96.3,0,20.3,4.3,6.9,10,005359,东方阿尔法精选混合C,算力租赁,2020-05-27 ~ 2026-06-30,1480,-0.36,-0.06,-9.84,-1.75,9.48,25.19,64.65,2020-08-06,2024-09-20,1430,0.04,-0.0,1.385,10.4,-7.89,49.3,44,304,46.7,45.9,23.24,-23.14,1.0,0.0,-40.28,19.89,449.57,-235.33,63,22,21.7,95.3,4.7,14.2,4,100,-78.24,9761.91,201.66,9963.57,5,19.04,74.53,4,-17.87,-73.55,4,0.04,4.71,0,1424,56,3,22,2,22,0,1,110,2,0,1,0,3,0,1,0,1,18,15,10,11,25,29,46,1,1,0,1,1,4,3,0,4,10,0,1,22,100.0,772.54,35.12,110,0.0,-1637.33,-14.88,1,100.0,0.01,0.01,18,100.0,271.41,15.08,15,86.7,30.65,2.04,10,80.0,469.15,46.91,11,90.9,12.74,1.16,25,88.0,722.68,28.91,29,0.0,-1352.52,-46.64,46,82.6,934.59,20.32,1,0.0,-22.78,-22.78,0,0,0,0,1,0.0,-46.24,-46.24,1,0.0,-10.76,-10.76,4,0.0,-308.41,-77.1,10,100.0,86.03,8.6
0.85,41.5,,,96.3,0.0,20.3,4.3,6.9,10.0,---,【算力租赁】平均,算力租赁,,,-0.36,-0.06,-9.84,-1.75,9.48,25.19,64.65,,,1430.0,0.04,0.0,1.39,10.4,-7.89,49.3,44.0,304.0,46.7,45.9,23.24,-23.14,1.0,0.0,-40.28,19.89,449.57,-235.33,63.0,22.0,21.7,95.3,4.7,14.2,4.0,100.0,-78.24,,,9963.57,5.0,19.04,74.53,4.0,-17.87,-73.55,4.0,0.04,4.71,3.0,22.0,2.0,22.0,0.0,1.0,110.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,18.0,15.0,10.0,11.0,25.0,29.0,46.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,4.0,10.0,0.0,1.0,22.0,100.0,772.54,35.12,110.0,0.0,-1637.33,-14.88,1.0,100.0,0.01,0.01,18.0,100.0,271.41,15.08,15.0,86.7,30.65,2.04,10.0,80.0,469.15,46.92,11.0,90.9,12.74,1.16,25.0,88.0,722.68,28.91,29.0,0.0,-1352.52,-46.64,46.0,82.6,934.59,20.32,1.0,0.0,-22.78,-22.78,0.0,0.0,0.0,0.0,1.0,0.0,-46.24,-46.24,1.0,0.0,-10.76,-10.76,4.0,0.0,-308.41,-77.1,10.0,100.0,86.03,8.6
1.3,54.7,C-一般,全天候/熊市优/震荡优,196.3,9.9,24.6,3.1,7.1,10,008179,同泰慧盈混合C,有色金属,2020-05-27 ~ 2026-06-30,1480,25.68,3.97,13.08,2.11,12.6,12.07,55.89,2021-01-12,2025-12-16,1215,0.7,0.33,1.036,8.06,-8.19,49.2,37,261,47.1,47.3,33.16,-13.04,2.54,0.0,-13.0,17.74,1307.92,-187.55,60,19,15.5,97.8,2.2,24.5,15,104,2579.36,12522.5,45.77,12568.27,3,12.63,84.18,3,11.56,-47.16,7,0.39,-8.16,0,1457,23,1,19,4,18,0,0,95,2,0,1,0,2,0,1,2,3,16,20,8,14,10,20,44,2,1,0,0,2,2,1,0,1,9,0,0,18,77.8,597.72,33.21,95,0.0,-875.65,-9.22,3,66.7,0.46,0.15,16,100.0,351.24,21.95,20,70.0,33.02,1.65,8,100.0,488.92,61.12,14,85.7,22.37,1.6,10,100.0,225.87,22.59,20,0.0,-470.09,-23.5,44,86.4,2302.57,52.33,1,0.0,-0.31,-0.31,0,0,0,0,0,0,0,0,2,0.0,-130.77,-65.39,1,0.0,-22.81,-22.81,9,100.0,56.82,6.31
1.3,50.4,C-一般,全天候/熊市优/震荡优,323.3,5.7,23.6,4.8,6.3,10,004937,中航混改精选混合C,有色金属,2020-05-27 ~ 2026-06-30,1480,15.81,2.53,-7.08,-1.24,22.89,13.33,51.88,2021-02-10,2024-08-28,880,0.3,0.19,1.147,9.15,-9.78,53.9,47,323,46.4,41.9,21.16,-12.36,1.71,0.0,-5.72,10.34,375.86,-319.5,60,19,23.9,97.2,2.8,19.1,17,71,1480.98,8897.04,2684.05,11581.09,2,10.64,45.88,3,-3.35,-48.17,8,9.21,6.43,0,1443,37,3,23,0,14,0,0,115,0,0,6,1,3,0,2,2,1,30,30,15,15,61,18,7,1,1,0,1,3,4,1,1,5,7,0,0,14,85.7,227.73,16.27,115,0.0,-904.22,-7.86,1,100.0,1.25,1.25,30,80.0,187.97,6.27,30,83.3,33.28,1.11,15,93.3,1879.83,125.32,15,93.3,13.19,0.88,61,75.4,416.47,6.83,18,0.0,-513.0,-28.5,7,100.0,371.24,53.03,1,0.0,-4.0,-4.0,0,0,0,0,1,0.0,-135.19,-135.19,3,0.0,-40.09,-13.36,5,0.0,-96.85,-19.37,7,100.0,43.37,6.2
0.8,50.7,C-一般,全天候/熊市优/震荡优,100.0,5.2,23.7,3.1,8.7,10,017599,华夏景气驱动混合C,有色金属,2023-05-04 ~ 2026-06-30,767,4.85,1.57,3.8,1.23,1.05,9.07,36.12,2023-05-08,2024-02-05,341,0.34,0.17,1.068,6.58,-7.25,47.0,23,106,41.5,57.9,39.58,-19.81,2.0,-0.1,-46.18,16.36,654.63,-92.89,21,11,15.6,98.4,1.6,20.0,14,90,612.23,9746.19,738.57,10484.76,2,3.33,52.34,2,-1.19,-30.19,3,2.83,-7.87,0,758,9,1,8,0,1,1,0,37,0,0,0,0,0,0,4,1,0,0,0,7,1,24,19,8,2,0,0,1,1,4,2,0,0,7,0,0,1,100.0,0.34,0.34,37,0.0,-696.24,-18.82,0,0,0,0,0,0,0,0,0,0,0,0,7,100.0,793.92,113.42,1,100.0,13.51,13.51,24,87.5,236.45,9.85,19,0.0,-425.39,-22.39,8,87.5,656.77,82.1,0,0,0,0,0,0,0,0,1,0.0,-4.31,-4.31,1,0.0,-3.28,-3.28,0,0,0,0,7,100.0,40.46,5.78
0.8,56.9,B-良好,全天候/熊市优/震荡优,42.5,13.2,21.2,5.2,7.3,10,015596,国泰国证有色金属行业指数(LOF)C,有色金属,2022-06-15 ~ 2026-06-30,983,22.64,5.37,53.28,11.57,-30.64,12.24,34.78,2024-05-20,2024-09-10,393,0.54,0.44,1.266,7.48,-8.1,50.1,34,169,49.7,49.0,52.77,-29.53,1.79,0.0,-37.98,25.62,2118.81,-291.79,29,20,26.0,98.3,1.7,21.1,16,85,2217.9,10415.97,1847.63,12263.6,2,9.75,84.18,1,-6.93,-13.63,6,19.21,-8.73,0,971,12,1,14,3,5,0,0,56,0,0,0,0,2,0,4,1,1,2,18,11,3,40,14,10,0,0,0,1,0,5,2,1,4,4,1,0,5,100.0,147.07,29.41,56,0.0,-1079.93,-19.28,1,100.0,207.51,207.51,2,100.0,2.49,1.25,18,83.3,39.9,2.22,11,100.0,3224.02,293.09,3,100.0,0.87,0.29,40,85.0,434.55,10.86,14,0.0,-517.65,-36.98,10,90.0,244.72,24.47,0,0,0,0,0,0,0,0,1,0.0,-15.08,-15.08,0,0,0,0,4,0.0,-601.77,-150.44,4,100.0,131.2,32.8
0.95,50.9,C-一般,全天候/熊市优/震荡优,24.5,7.3,23.3,3.7,6.6,10,016341,银河价值成长混合C,有色金属,2022-12-29 ~ 2026-06-30,848,8.65,2.5,35.36,9.41,-26.71,10.29,38.29,2023-02-01,2024-02-05,601,0.51,0.24,1.078,7.3,-8.27,47.0,27,124,40.3,44.2,39.93,-14.87,2.69,-0.1,-12.86,21.27,637.01,-174.86,45,16,18.4,98.8,1.2,23.3,17,91,970.3,8013.67,2851.63,10865.3,2,11.98,80.06,1,-3.25,-18.75,5,0.1,-12.57,0,840,8,1,13,1,6,0,0,48,1,0,0,0,0,0,1,3,0,2,3,6,1,22,16,13,1,0,0,0,0,3,2,1,5,2,0,0,6,100.0,214.11,35.69,48,0.0,-219.64,-4.58,0,0,0,0,2,100.0,34.18,17.09,3,100.0,28.19,9.4,6,100.0,693.25,115.54,1,100.0,16.72,16.72,22,81.8,86.39,3.93,16,0.0,-787.74,-49.23,13,92.3,889.01,68.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-18.96,-3.79,2,100.0,34.79,17.39
1.3,52.8,C-一般,震荡优,32.0,12.1,20.2,4.7,5.8,10,016708,华夏有色金属ETF联接C,有色金属,2022-11-17 ~ 2026-06-30,878,19.41,5.22,60.58,14.56,-41.17,12.98,33.21,2023-02-01,2024-09-10,704,0.58,0.4,1.272,7.67,-8.2,50.7,30,165,48.5,38.6,42.19,-18.38,2.3,0.0,-16.67,32.27,1515.0,-171.32,38,23,23.7,98.9,1.1,18.6,14,78,2162.57,9257.87,2683.52,11941.39,2,10.24,84.81,0,0,0,6,8.28,-18.82,0,869,9,0,16,2,18,0,0,53,0,0,0,3,0,2,0,1,0,8,11,7,11,17,15,18,0,0,0,0,4,3,2,0,1,2,0,1,18,66.7,137.31,7.63,53,0.0,-622.87,-11.75,0,0,0,0,8,87.5,74.51,9.31,11,100.0,121.51,11.05,7,100.0,917.74,131.11,11,81.8,208.49,18.95,17,88.2,214.62,12.62,15,0.0,-438.84,-29.26,18,94.4,1682.03,93.45,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-30.96,-7.74,1,0.0,-120.2,-120.2,2,100.0,19.23,9.62
1.0,49.2,C-一般,全天候/熊市优/震荡优,23.1,3.9,24.3,3.5,7.5,10,007776,汇安量化先锋混合C,有色金属,2020-05-27 ~ 2026-06-30,1480,9.96,1.63,43.04,6.28,-33.08,12.52,54.76,2021-06-30,2024-09-13,1037,0.28,0.13,1.231,9.18,-8.28,50.3,48,276,44.6,50.0,21.78,-12.2,1.79,0.0,-15.65,21.52,236.73,-154.76,68,18,17.4,97.1,2.9,12.6,5,51,1067.57,9211.09,1784.5,10995.59,4,12.44,100.51,4,-11.36,-56.7,5,9.11,11.77,0,1440,40,0,29,2,26,0,2,111,1,0,1,2,3,0,3,0,2,9,15,14,6,44,23,15,0,0,0,0,1,2,2,1,3,7,0,0,26,84.6,737.11,28.35,111,0.0,-775.66,-6.99,2,100.0,46.03,23.02,9,100.0,132.75,14.75,15,80.0,36.02,2.4,14,100.0,596.59,42.61,6,66.7,4.97,0.83,44,88.6,328.04,7.46,23,0.0,-644.59,-28.03,15,93.3,403.01,26.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-44.76,-44.76,3,0.0,-145.79,-48.6,7,100.0,393.85,56.26
1.3,48.3,C-一般,全天候/熊市优/震荡优,27.4,6.6,21.0,3.2,7.5,10,002288,中银稳进策略混合A,有色金属,2020-05-27 ~ 2026-06-30,1480,16.07,2.57,58.68,8.18,-42.61,11.64,32.5,2020-07-13,2024-01-22,1027,0.49,0.22,0.851,7.23,-7.47,50.3,32,184,54.9,50.0,28.82,-17.38,1.66,0.01,-9.97,16.94,1130.14,-187.17,18,20,15.8,98.8,1.2,20.2,15,183,1833.67,9405.75,2201.3,11607.05,4,13.67,98.47,1,-3.67,-14.4,8,5.67,-23.42,0,1464,16,0,17,2,17,0,0,50,0,0,1,0,1,0,5,1,1,20,9,14,4,39,8,14,1,0,0,0,0,3,0,0,4,4,1,0,17,82.4,118.82,6.99,50,0.0,-389.7,-7.79,1,100.0,7.06,7.06,20,85.0,45.15,2.26,9,22.2,3.74,0.42,14,92.9,698.53,49.89,4,25.0,0.01,0.0,39,94.9,724.08,18.57,8,0.0,-292.68,-36.59,14,85.7,1297.57,92.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-394.96,-98.74,4,100.0,16.05,4.01
0.85,48.0,C-一般,全天候/熊市优/震荡优,36.9,5.3,20.9,5.1,6.7,10,013081,中信保诚中证800有色指数(LOF)C,有色金属,2021-09-27 ~ 2026-06-30,1153,15.0,3.1,40.7,7.75,-25.7,17.43,47.96,2022-02-28,2024-02-05,936,0.33,0.18,1.323,8.17,-7.96,51.3,36,209,44.0,44.8,46.94,-25.35,1.85,-0.02,-30.79,23.61,2105.26,-310.05,28,37,25.4,97.0,3.0,16.2,11,78,1504.1,11427.23,72.85,11500.08,2,10.22,86.42,1,-6.13,-15.27,7,11.25,-16.41,0,1136,17,0,18,4,19,0,0,88,0,0,0,0,2,0,2,2,1,5,10,11,2,17,19,20,1,0,0,0,1,4,2,1,5,11,0,0,19,94.7,139.47,7.34,88,0.0,-887.65,-10.09,1,100.0,417.15,417.15,5,100.0,140.42,28.08,10,100.0,6.79,0.68,11,100.0,2623.04,238.46,2,100.0,1.1,0.55,17,94.1,512.06,30.12,19,0.0,-1152.83,-60.68,20,90.0,305.28,15.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-159.13,-159.13,5,0.0,-614.44,-122.89,11,100.0,172.84,15.71
1.0,59.5,B-良好,全天候/熊市优/震荡优,26.2,13.5,24.3,4.4,7.3,10,630011,华商主题精选混合,有色金属,2020-05-27 ~ 2026-06-30,1480,28.51,4.36,108.68,13.34,-80.17,9.66,42.56,2023-01-20,2024-01-22,410,0.68,0.45,1.118,7.06,-7.73,49.2,39,220,70.5,48.6,27.08,-25.85,1.05,0.23,-11.8,44.55,705.56,-231.29,21,31,21.8,98.4,1.6,25.5,13,115,2852.58,12829.28,22.14,12851.42,3,22.43,119.72,3,2.23,-31.57,7,1.37,7.63,0,1467,13,0,15,4,17,0,0,34,2,0,2,2,2,0,0,2,0,8,41,16,12,45,13,26,1,0,0,0,0,5,3,0,3,5,1,0,17,100.0,109.36,6.43,34,0.0,-650.97,-19.15,0,0,0,0,8,100.0,58.55,7.32,41,82.9,472.4,11.52,16,100.0,1623.3,101.46,12,75.0,128.21,10.68,45,91.1,365.82,8.13,13,0.0,-690.99,-53.15,26,96.2,1408.04,54.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-2.22,-0.74,5,100.0,31.08,6.22
0.9,54.6,C-一般,熊市优,24.8,10.4,23.1,5.1,6.0,10,011631,东财有色增强C,有色金属,2021-04-30 ~ 2026-06-30,1253,24.59,4.52,99.33,14.88,-74.74,13.03,47.27,2021-07-26,2022-04-26,1019,0.49,0.35,1.354,7.75,-8.24,49.5,45,282,40.1,39.7,39.35,-12.64,3.11,-0.01,-9.94,23.45,1191.9,-397.61,60,22,25.3,98.8,1.2,16.6,7,84,2626.08,10480.46,1978.49,12458.95,3,36.93,113.49,1,-5.41,-16.12,7,-6.24,-4.92,0,1232,21,1,27,1,32,0,2,114,0,0,0,2,0,1,2,5,2,7,13,8,11,9,26,40,0,0,0,1,5,3,1,0,5,9,0,0,32,87.5,2698.29,84.32,114,0.0,-521.46,-4.57,2,50.0,0.65,0.33,7,85.7,205.71,29.39,13,69.2,41.13,3.16,8,100.0,297.47,37.18,11,81.8,7.36,0.67,9,100.0,194.24,21.58,26,0.0,-1115.17,-42.89,40,87.5,744.3,18.61,0,0,0,0,0,0,0,0,1,0.0,-14.81,-14.81,5,0.0,-23.45,-4.69,5,0.0,-145.54,-29.11,9,88.9,257.36,28.6
0.8,40.9,C-一般,待观察,8.4,2.2,16.0,5.6,7.1,10,017141,华宝中证有色金属ETF发起式联接C,有色金属,2023-01-16 ~ 2026-06-30,836,4.63,1.37,54.96,14.11,-50.33,18.94,33.78,2023-02-03,2025-01-02,718,0.2,0.07,1.249,7.26,-8.1,50.0,28,108,59.3,47.6,38.81,-51.81,0.75,0.07,-37.8,43.83,845.51,-444.37,23,17,28.2,96.5,3.5,25.8,20,84,411.49,8680.28,1782.27,10462.55,2,18.83,79.35,0,0,0,5,-12.29,-19.15,0,826,10,0,14,3,12,0,0,22,0,0,0,0,0,0,0,1,2,9,3,6,0,16,14,15,2,0,0,0,0,4,2,1,4,5,0,1,12,100.0,375.36,31.28,22,0.0,-497.21,-22.6,2,100.0,53.26,26.63,9,100.0,81.85,9.09,3,100.0,23.86,7.95,6,100.0,454.64,75.77,0,0,0,0,16,87.5,121.83,7.61,14,0.0,-1337.49,-95.53,15,86.7,1340.34,89.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-237.76,-59.44,5,100.0,32.81,6.56
1.2,40.6,C-一般,全天候/熊市优/震荡优,3.3,1.0,18.8,3.3,7.5,10,011068,华宝资源优选混合C,有色金属,2021-01-21 ~ 2026-06-30,1318,2.67,0.51,80.53,11.96,-77.86,15.22,34.11,2021-06-01,2024-01-22,1129,0.11,0.03,1.22,6.37,-7.63,49.3,37,225,58.7,50.0,20.19,-26.6,0.76,0.04,-9.99,8.95,901.9,-860.01,29,21,16.3,98.6,1.4,18.2,12,92,484.23,8754.9,1512.39,10267.29,4,2.4,108.79,3,-3.32,-37.73,4,5.11,8.87,0,1304,14,0,23,3,32,0,0,66,1,0,0,0,1,0,1,3,0,19,9,12,5,26,15,27,1,0,0,0,2,4,0,0,3,9,0,0,32,96.9,50.42,1.58,66,0.0,-753.38,-11.41,0,0,0,0,19,100.0,36.81,1.94,9,100.0,8.07,0.9,12,100.0,1119.46,93.29,5,100.0,7.11,1.42,26,84.6,231.95,8.92,15,0.0,-1108.9,-73.93,27,100.0,1137.01,42.11,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-243.71,-121.86,3,0.0,-75.43,-25.14,9,77.8,74.82,8.31
0.9,58.0,B-良好,全天候/熊市优/震荡优,22.5,14.3,24.3,2.9,6.5,10,004433,南方有色金属ETF联接C,有色金属,2020-05-27 ~ 2026-06-30,1480,37.24,5.54,165.46,18.08,-128.22,11.65,51.27,2021-07-26,2024-09-10,1019,0.7,0.48,1.416,7.67,-8.1,50.0,41,298,57.7,43.2,31.75,-18.03,1.76,0.06,-17.14,34.08,721.91,-178.55,24,22,14.6,97.7,2.3,17.5,9,82,3730.1,13559.46,164.62,13724.08,4,28.91,148.63,1,-2.75,-17.78,8,7.13,-3.45,0,1455,25,0,20,3,42,0,2,78,1,0,1,0,1,0,2,3,2,27,15,13,5,50,17,24,1,1,0,2,0,3,3,0,5,17,0,1,42,83.3,1056.19,25.15,78,0.0,-1038.4,-13.31,2,100.0,145.88,72.94,27,96.3,329.81,12.22,15,86.7,33.36,2.22,13,100.0,760.02,58.46,5,100.0,1.45,0.29,50,78.0,1175.62,23.51,17,0.0,-523.72,-30.81,24,95.8,1172.91,48.87,1,0.0,0.0,0.0,0,0,0,0,2,0.0,-0.61,-0.3,0,0,0,0,5,0.0,-168.29,-33.66,17,94.1,785.88,46.23
1.25,61.7,B-良好,全天候/熊市优/震荡优,19.2,16.6,22.2,5.0,7.9,10,003625,创金合信资源股票发起式C,有色金属,2020-05-27 ~ 2026-06-30,1480,44.21,6.43,229.98,22.54,-185.77,11.62,37.28,2026-01-29,2026-06-26,738,0.79,0.55,1.353,6.92,-7.49,48.2,38,221,60.6,52.7,48.79,-24.12,2.02,0.04,-14.44,55.72,1897.98,-353.62,27,36,25.0,97.2,2.8,20.7,19,73,4704.93,12724.27,1696.49,14420.76,6,38.2,200.02,3,-3.98,-45.22,4,4.49,8.77,0,1453,27,0,20,5,18,0,0,53,0,0,2,1,1,0,2,1,2,14,24,14,13,20,12,33,1,0,0,1,4,4,1,0,5,8,0,0,18,100.0,192.59,10.7,53,0.0,-690.59,-13.03,2,100.0,8.77,4.38,14,92.9,451.1,32.22,24,87.5,22.66,0.94,14,100.0,1938.31,138.45,13,76.9,5.49,0.42,20,80.0,299.26,14.96,12,0.0,-787.62,-65.64,33,100.0,3421.64,103.69,0,0,0,0,0,0,0,0,1,0.0,-0.32,-0.32,4,0.0,-17.55,-4.39,5,0.0,-336.97,-67.39,8,87.5,198.16,24.77
0.85,57.8,B-良好,熊市优,12.7,12.5,22.7,3.7,8.9,10,005660,嘉实资源精选股票A,有色金属,2020-05-27 ~ 2026-06-30,1480,30.69,4.66,242.28,23.31,-211.59,11.21,38.31,2026-01-29,2026-06-26,1141,0.67,0.42,1.221,6.24,-9.42,48.0,40,261,62.5,59.5,33.64,-29.76,1.13,0.09,-23.42,31.7,1941.44,-317.47,20,26,18.4,97.6,2.4,16.1,14,66,3102.1,12942.62,126.47,13069.09,5,31.1,194.04,2,-0.83,-32.45,6,-1.87,3.62,0,1456,24,0,19,3,25,0,1,53,3,0,2,0,0,0,2,1,1,11,19,10,7,48,18,49,3,0,0,0,1,5,1,0,9,10,0,0,25,92.0,411.58,16.46,53,0.0,-1208.67,-22.81,1,100.0,0.41,0.41,11,90.9,135.96,12.36,19,89.5,81.05,4.27,10,100.0,1033.09,103.31,7,100.0,73.65,10.52,48,85.4,689.87,14.37,18,0.0,-890.12,-49.45,49,91.8,2908.63,59.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-8.29,-8.29,9,0.0,-274.08,-30.45,10,90.0,149.02,14.9
1.03,52.19,,,57.69,8.73,22.14,4.15,7.17,10.0,---,【有色金属】平均,有色金属,,,19.41,3.49,80.17,11.13,-60.75,12.68,41.87,,,831.75,0.48,0.29,1.2,7.51,-8.14,49.62,36.4,214.5,51.65,47.81,35.37,-21.98,1.61,0.02,-19.58,26.75,1142.97,-292.05,35.69,22.38,20.71,97.94,2.06,19.75,13.62,89.19,2021.26,,,11941.33,3.12,17.11,105.06,1.81,-2.4,-26.57,6.0,3.98,-4.78,0.5,18.4,2.5,18.9,0.1,0.4,67.1,0.7,0.0,1.0,0.7,1.1,0.2,1.9,1.8,1.1,11.7,15.0,10.8,6.9,30.5,16.7,22.7,1.1,0.2,0.0,0.4,1.5,3.6,1.6,0.4,3.9,7.2,0.2,0.2,18.9,88.7,450.84,23.89,67.1,0.0,-738.26,-11.01,1.1,88.9,55.53,49.36,11.7,92.5,141.78,12.13,15.0,82.5,61.56,4.1,10.8,98.8,1196.38,111.29,6.9,83.6,31.53,4.59,30.5,85.7,391.07,12.82,16.7,0.0,-731.05,-43.81,22.7,92.3,1267.82,55.88,0.2,0.0,-0.27,-1.44,0.0,0.0,0.0,0.0,0.4,0.0,-10.64,-24.33,1.5,0.0,-43.87,-29.25,3.9,0.0,-203.5,-52.52,7.2,94.8,152.36,21.01
0.95,52.1,C-一般,全天候/熊市优/震荡优,239.4,7.8,24.0,4.0,6.3,10,005210,东吴双三角股票C,储能,2020-05-27 ~ 2026-06-30,1480,30.17,4.59,-21.65,-4.07,51.82,17.72,74.37,2020-07-13,2024-07-30,1396,0.47,0.26,1.385,8.23,-13.46,50.5,59,343,38.8,41.9,18.53,-13.07,1.42,-0.07,-20.39,14.67,276.54,-173.4,61,19,20.0,98.2,1.8,11.2,3,67,84.81,3246.08,9770.7,13016.78,4,35.38,94.03,5,-14.65,-94.62,4,9.02,0.86,0,1441,39,0,33,1,21,0,0,143,1,0,3,0,2,1,6,0,2,10,15,9,13,47,36,29,3,2,0,3,0,5,2,1,1,12,0,1,21,71.4,540.12,25.72,143,0.0,-1450.38,-10.14,2,100.0,67.29,33.65,10,90.0,89.84,8.98,15,66.7,9.06,0.6,9,100.0,413.53,45.95,13,84.6,9.2,0.71,47,83.0,836.43,17.8,36,0.0,-882.32,-24.51,29,89.7,401.73,13.85,2,0.0,-0.05,-0.03,0,0,0,0,3,0.0,-41.53,-13.84,0,0,0,0,1,0.0,-4.73,-4.73,12,100.0,96.62,8.05
